Column1;Document Title;Authors;Publication Title;Publication Year;DOI;PDF Link
0;A survey of Cloud computing variable pricing models;"S. Arshad; S. Ullah; S. A. Khan; M. D. Awan; M. S. H. Khayal";2015 International Conference on Evaluation of Novel Approaches to Software Engineering (ENASE);20150;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7320330
1;A Pricing Model for Cloud Computing Service;"T. Keskin; N. Taskin";2014 47th Hawaii International Conference on System Sciences;20140;10.1109/HICSS.2014.94;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6758690
2;Price competition in a duopoly IaaS cloud market;"X. Li; B. Gu; C. Zhang; K. Yamori; Y. Tanaka";The 16th Asia-Pacific Network Operations and Management Symposium;20140;10.1109/APNOMS.2014.6996552;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6996552
3;An Anonymous Authentication System for Pay-As-You-Go Cloud Computing$^*$*;"J. Huang; W. Susilo; F. Guo; G. Wu; Z. Zhao; Q. Huang";IEEE Transactions on Dependable and Secure Computing;20220;10.1109/TDSC.2020.3007633;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9134823
4;Dynamic placement of virtual machines for cost optimization in multi-cloud environments;"J. L. L. Simarro; R. Moreno-Vozmediano; R. S. Montero; I. M. Llorente";2011 International Conference on High Performance Computing & Simulation;20110;10.1109/HPCSim.2011.5999800;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5999800
5;Amazon Elastic Compute Cloud (EC2) versus In-House HPC Platform: A Cost Analysis;"J. Emeras; S. Varrette; V. Plugaru; P. Bouvry";IEEE Transactions on Cloud Computing;20190;10.1109/TCC.2016.2628371;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7742995
6;Personality-Guided Cloud Pricing via Reinforcement Learning;"P. Cong; J. Zhou; M. Chen; T. Wei";IEEE Transactions on Cloud Computing;20220;10.1109/TCC.2020.2992461;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9086147
7;Pay as You Go in the Cloud: One Watt at a Time;"K. Teramoto; H. H. Huang";2012 SC Companion: High Performance Computing, Networking Storage and Analysis;20120;10.1109/SC.Companion.2012.318;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6496102
9;Cloud Pricing Models: A Survey and Position Paper;"A. Gohad; N. C. Narendra; P. Ramachandran";2013 IEEE International Conference on Cloud Computing in Emerging Markets (CCEM);20130;10.1109/CCEM.2013.6684430;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6684430
10;QoS Aware Heuristic Provisioning Approach for Cloud Spot Instances;"G. Mudali; D. S. Roy; K. H. K. Reddy";2017 International Conference on Information Technology (ICIT);20170;10.1109/ICIT.2017.59;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8423886
11;Self-Adaptive Cloud Pricing Strategies with Markov Prediction and Data Mining Method;"H. Qin; X. Wu; J. Hou; H. Wang; W. Zhang; W. Dou";2012 International Conference on Cloud and Service Computing;20120;10.1109/CSC.2012.41;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6414503
12;CM Cloud Simulator: A Cost Model Simulator Module for Cloudsim;"D. C. Alves; B. G. Batista; D. M. L. Filho; M. L. Peixoto; S. Reiff-Marganiec; B. T. Kuehne";2016 IEEE World Congress on Services (SERVICES);20160;10.1109/SERVICES.2016.20;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7557402
13;Prediction-based resource allocation in clouds for media streaming applications;"A. Alasaad; K. Shafiee; S. Gopalakrishnan; V. C. M. Leung";2012 IEEE Globecom Workshops;20120;10.1109/GLOCOMW.2012.6477669;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6477669
14;SDN-based vs. software-only EPC gateways: A cost analysis;"X. An; W. Kiess; J. Varga; J. Prade; H. -J. Morper; K. Hoffmann";2016 IEEE NetSoft Conference and Workshops (NetSoft);20160;10.1109/NETSOFT.2016.7502461;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7502461
15;A comparative analysis of pricing models for enterprise cloud platforms;"P. Mvelase; G. Sibiya; N. Dlodlo; J. Oladosu; M. Adigun";2013 Africon;20130;10.1109/AFRCON.2013.6757870;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6757870
16;Cost Optimization in Multi-site Multi-cloud Environments with Multiple Pricing Schemes;"U. Bellur; A. Malani; N. C. Narendra";2014 IEEE 7th International Conference on Cloud Computing;20140;10.1109/CLOUD.2014.97;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6973803
17;Review of pricing models for grid & cloud computing;"P. Samimi; A. Patel";2011 IEEE Symposium on Computers & Informatics;20110;10.1109/ISCI.2011.5958990;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5958990
19;Integrating cost analysis in the cloud: A SoS approach;"E. Filiopoulou; P. Mitropoulou; A. Tsadimas; C. Michalakelis; M. Nikolaidou; D. Anagnostopoulos";2015 11th International Conference on Innovations in Information Technology (IIT);20150;10.1109/INNOVATIONS.2015.7381554;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7381554
20;Simulating IoT Cloud systems: A meteorological case study;"A. Markus; A. Kertesz";2017 Second International Conference on Fog and Mobile Edge Computing (FMEC);20170;10.1109/FMEC.2017.7946426;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7946426
21;Developing User Perceived Value Based Pricing Models for Cloud Markets;"P. Cong; L. Li; J. Zhou; K. Cao; T. Wei; M. Chen; S. Hu";IEEE Transactions on Parallel and Distributed Systems;20180;10.1109/TPDS.2018.2843343;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8370902
22;Role of predictive modeling in cloud services pricing: A survey;"M. Kandpal; M. Gahlawat; K. Patel";2017 7th International Conference on Cloud Computing, Data Science & Engineering - Confluence;20170;10.1109/CONFLUENCE.2017.7943158;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943158
23;Optimal Pricing for Serverless Computing;"K. Mahajan; D. Figueiredo; V. Misra; D. Rubenstein";2019 IEEE Global Communications Conference (GLOBECOM);20190;10.1109/GLOBECOM38437.2019.9013156;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9013156
24;OMTiR: Open Market for Trading Idle Cloud Resources;"K. Murat; Z. Li; W. Cai; T. N. Binh Duong";2014 IEEE 6th International Conference on Cloud Computing Technology and Science;20140;10.1109/CloudCom.2014.102;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7037747
25;Towards Pay-As-You-Consume Cloud Computing;"S. Ibrahim; B. He; H. Jin";2011 IEEE International Conference on Services Computing;20110;10.1109/SCC.2011.38;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6009283
26;User Perceived Value-Aware Cloud Pricing for Profit Maximization of Multiserver Systems;"P. Cong; L. Li; G. Shao; J. Zhou; M. Chen; K. Huang; T. Wei";2017 IEEE 23rd International Conference on Parallel and Distributed Systems (ICPADS);20170;10.1109/ICPADS.2017.00076;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368405
27;Towards a Cost-Optimized Cloud Application Placement Tool;"O. Belli; C. Loomis; N. Abdennadher";2016 IEEE International Conference on Cloud Computing Technology and Science (CloudCom);20160;10.1109/CloudCom.2016.0022;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7830663
28;Profit-Driven Service Request Scheduling in Clouds;"Y. C. Lee; C. Wang; A. Y. Zomaya; B. B. Zhou";2010 10th IEEE/ACM International Conference on Cluster, Cloud and Grid Computing;20100;10.1109/CCGRID.2010.83;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5493498
30;Reserved, on demand or serverless: Model-based simulations for cloud budget planning;"E. F. Boza; C. L. Abad; M. Villavicencio; S. Quimba; J. A. Plaza";2017 IEEE Second Ecuador Technical Chapters Meeting (ETCM);20170;10.1109/ETCM.2017.8247460;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8247460
31;Cost-Benefit Analysis of Pricing Models in Cloudlets;"I. O. Adebayo; N. Manganyela; M. O. Adigun";2020 2nd International Multidisciplinary Information Technology and Engineering Conference (IMITEC);20200;10.1109/IMITEC50163.2020.9334114;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9334114
32;FlexPRICE: Flexible Provisioning of Resources in a Cloud Environment;"T. A. Henzinger; A. V. Singh; V. Singh; T. Wies; D. Zufferey";2010 IEEE 3rd International Conference on Cloud Computing;20100;10.1109/CLOUD.2010.71;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5558008
33;Fine-Grained Performance and Cost Modeling and Optimization for FaaS Applications;"C. Lin; N. Mahmoudi; C. Fan; H. Khazaei";IEEE Transactions on Parallel and Distributed Systems;20230;10.1109/TPDS.2022.3214783;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9919386
34;An Autonomic Cloud Application Placement Tool Based on Cost Criteria;"N. Abdennadher; C. Loomis; O. Belli";2017 International Conference on Cloud and Autonomic Computing (ICCAC);20170;10.1109/ICCAC.2017.21;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8064062
37;A Study on BPaaS with TCO Model;"T. M. Hanh Le; L. A. Alfredo; H. R. Choi; M. J. Cho; C. S. Kim";2014 IEEE Fourth International Conference on Big Data and Cloud Computing;20140;10.1109/BDCloud.2014.86;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7034794
40;Cloud computing implementation: Key issues and solutions;"G. Rastogi; R. Sushil";2015 2nd International Conference on Computing for Sustainable Global Development (INDIACom);20150;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7100266
42;Cloud Computing Virtualization: A Comprehensive Survey;"A. Rista; J. Ajdari; X. Zenuni";2020 43rd International Convention on Information, Communication and Electronic Technology (MIPRO);20200;10.23919/MIPRO48935.2020.9245124;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9245124
43;Pricing model for revenue generation using Recurrent Neural Network for Cloud service provider;"M. Kandpal; K. Patel";2019 3rd International Conference on Trends in Electronics and Informatics (ICOEI);20190;10.1109/ICOEI.2019.8862567;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8862567
47;Deadline Distribution Strategies for Scientific Workflow Scheduling in Commercial Clouds;"V. Arabnejad; K. Bubendorfer; B. Ng";2016 IEEE/ACM 9th International Conference on Utility and Cloud Computing (UCC);20160;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7881618
